timestamp,linh_vuc,thoi_gian_dung_ai,thoi_gian_dung_ai_so,cong_cu_ai,so_cong_cu,nhan_xet,do_dai_nhan_xet,nhan,nhan_so
16/03/2026 19:47:46,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,AI rất là có ích trong lĩnh vực của tôi,10,Tích cực,1
24/03/2026 21:43:56,Thiết kế,< 3 tháng,1,ChatGPT,1,AI này rất hữu ích khí học tập và lập trình,11,Tiêu cực,-1
23/03/2026 04:48:13,Công nghệ thông tin,< 3 tháng,1,"Gemini, Copilot",2,Khá thú vị khi AI trợ giúp mọi người học tập và tiếp thu kiến thức dễ dàng hơn Còn nhiều điểm cần xem xét.,25,Bình thường,0
17/03/2026 20:56:50,Marketing,3-6 tháng,2,ChatGPT,1,Al rất hữu ích trong việc học hành và trong đời sống,12,Tích cực,1
11/03/2026 07:14:50,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI hỗ trợ học tập rất ổn nhưng phải biết train nó,12,Bình thường,0
18/03/2026 16:24:47,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Al này rất hiểu ích khí học tập và lập trình,11,Bình thường,0
16/03/2026 10:12:06,Marketing,> 1 năm,4,"ChatGPT, Gemini",2,AI rất hữu ích về việc giải bài tập ghép ảnh,11,Tích cực,1
09/04/2026 10:29:00,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI cực kỳ hữu dụng trong học tập và lập trình Tuyệt vời!,13,Tích cực,1
11/03/2026 12:13:41,Công nghệ thông tin,< 3 tháng,1,Gemini,1,Ai này rất hiểu ích trong hc tập,8,Tích cực,1
09/03/2026 08:30:11,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Trong quá trình học tập, Al hỗ trợ tôi rất nhiều trong học tập, Al có thể trả lời bất kì câu hỏi nào mà tôi đưa ra Tôi rất hài lòng.",32,Tích cực,1
17/03/2026 03:38:29,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,AI rất hữu dụng cho học tập và trợ giúp có ú tưởng nhanh chóng,15,Tích cực,1
23/03/2026 10:23:54,Công nghệ thông tin,6-12 tháng,3,Gemini,1,Gemini này rất tiện dụng,5,Bình thường,0
22/03/2026 10:43:56,Kinh tế,3-6 tháng,2,ChatGPT,1,AI này thực sự hữu ích khí học tập và lập trình,12,Tiêu cực,-1
10/03/2026 22:18:54,Kinh tế,> 1 năm,4,ChatGPT,1,AI giúp mình rất nhiều trong học tập và cuộc sống.,11,Bình thường,0
20/03/2026 07:38:53,Học Tập Ở Trường Trung Học,> 1 năm,4,ChatGPT,1,"AI giúp tiết kiệm thời gian, nâng cao hiệu suất làm việc và mang lại nhiều tiện ích trong cuộc sống. Tôi rất hài lòng.",25,Tích cực,1
19/03/2026 01:46:23,Học,< 3 tháng,1,ChatGPT,1,"Thật sự, Al này rất hữu ích ích khi học tập Tôi rất hài lòng.",15,Tích cực,1
18/03/2026 12:58:58,Công nghệ thông tin,> 1 năm,4,Gemini,1,AI nay rat huu ich khi hoc tap va lap trinh,11,Tích cực,1
18/03/2026 07:34:24,Marketing,6-12 tháng,3,"Gemini, Copilot",2,AI này rất tốt và hữu ích cho việc học tập và lập trình,14,Tích cực,1
18/03/2026 22:07:27,Học Sinh,3-6 tháng,2,ChatGPT,1,AI phụ trợ bạn giải quyết những bài khó khăn,10,Bình thường,0
11/03/2026 14:50:29,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Nhìn chung, AL thực sự hữu ít cho học tập và công việc",13,Bình thường,0
23/03/2026 20:33:04,Học Sinh,< 3 tháng,1,ChatGPT,1,"📚 Học bài nhanh hơn: Có thể hỏi bài, giải thích lại kiến thức khó theo cách dễ hiểu hơn (giống như có gia sư luôn á). 🧠 Hiểu sâu hơn: Không chỉ cho đáp án mà còn giải thích từng bước, giúp bạn hiểu bản chất. 💡 Gợi ý ý tưởng: Làm văn, thuyết trình hay project đều có thể nhờ AI gợi ý. 💻 Hỗ trợ lập trình: Viết code, sửa lỗi, giải thích code luôn – rất tiện cho người mới học. ⏱️ Tiết kiệm thời gian: Không cần tra nhiều nơi, hỏi 1 chỗ là có câu trả lời nhanh.",104,Tích cực,1
11/03/2026 12:08:01,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Rất hiểuu ít và đáng tin cậy,7,Tích cực,1
12/03/2026 03:21:35,Thiết kế,3-6 tháng,2,ChatGPT,1,AI này rất hữu ích trong học tập,8,Tích cực,1
20/03/2026 08:33:14,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini, Copilot",3,"Thật sự, AI này cực kỳ hữu ích trong mọi lĩnh vực",12,Tích cực,1
05/04/2026 03:27:37,Kinh tế,> 1 năm,4,ChatGPT,1,Al rất hữu ích trong việc soạn văn bản,9,Bình thường,0
14/03/2026 07:12:06,Công nghệ thông tin,6-12 tháng,3,Gemini,1,"Theo quan sát, AI là một công cụ mạnh mẽ, cần được phát triển và sử dụng 1 cách có trách nhiệm để phục vụ lợi ích chung của cộng đồng và thúc đẩy sự phát triển. Cần cải thiện thêm.",41,Bình thường,0
19/03/2026 12:02:06,Marketing,6-12 tháng,3,Gemini,1,"AI giải quyết các vấn đề trong học tập, thực tế rất tốt",13,Tích cực,1
10/03/2026 16:03:43,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,"Nhìn chung, AI này rất hữu ích cho học tập Cần cải thiện thêm.",14,Bình thường,0
12/03/2026 07:28:58,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Al giúp tôi trả lời câu hỏi khó mà tôi ko làm được Al có thể giúp trong việc học tập,21,Bình thường,0
11/03/2026 16:22:39,Học sinh,3-6 tháng,2,ChatGPT,1,Ai hữu ích trong học tập và lập trình Cần cải thiện thêm.,13,Bình thường,0
09/03/2026 03:54:48,Công nghệ thông tin,< 3 tháng,1,"Claude, Copilot",2,Rất hữu ích cho việc chuẩn bị thất nghiệp,9,Bình thường,0
18/03/2026 10:45:34,Học Sinh,< 3 tháng,1,ChatGPT,1,Tôi cảm thấy nó rất thú vị Tôi rất hài lòng.,11,Tích cực,1
22/03/2026 11:44:58,Học sinh,> 1 năm,4,ChatGPT,1,AI rất hay và hữu ích trong học tập,9,Tích cực,1
10/03/2026 22:11:08,Công nghệ thông tin,6-12 tháng,3,Gemini,1,"Gemini pro cung cấp thông tin rất chính xác, ít tạo kiến thức hay thông tin linh tinh",18,Tích cực,1
14/03/2026 06:49:25,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"Giải đáp những câu hỏi ,bài toán khó, giải trình có logic, hay , thông minh",16,Bình thường,0
10/03/2026 03:14:30,Công nghệ thông tin,3-6 tháng,2,"ChatGPT, Gemini",2,AI này rất tiện lợi khi muốn tra cứu thông tin và nguồn tài liệu,15,Tích cực,1
20/03/2026 07:33:14,Công nghệ thông tin,< 3 tháng,1,"ChatGPT, Gemini, Copilot",3,"Trong quá trình học tập, AI này khá hữu ích trong mọi lĩnh vực",14,Tích cực,1
22/03/2026 05:25:13,Công nghệ thông tin,3-6 tháng,2,Copilot,1,"Trong quá trình học tập, AI này rất có ích giúp mình học tập và thiết kế",17,Tích cực,1
07/04/2026 14:26:54,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Hỏi nhiều quá AI lúng túng và tui cũng lúng túng. AI ngu lắm nhưng thông minh hơn tui,19,Tích cực,1
11/03/2026 17:28:58,Đang Đi Học,6-12 tháng,3,ChatGPT,1,Al giúp tôi trả lời câu hỏi khó mà tôi ko làm được Al có thể giúp trong việc học tập,21,Bình thường,0
11/03/2026 12:27:03,Thiết kế,6-12 tháng,3,"ChatGPT, Gemini",2,"Ai đối với tôi cũng ko hẳn là tốt vì chưa chắc nó đã đúng , xem chỉ để tham khảo",21,Bình thường,0
17/03/2026 07:10:38,Công nghệ thông tin,> 1 năm,4,Claude,1,Al rất tốt cho mon học.giup cho học sinh dễ học dễ hiểu,13,Tích cực,1
19/03/2026 20:40:23,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,AI này rất hữu ích khi học tập của tôi,10,Tích cực,1
20/03/2026 10:23:21,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"AI (trí tuệ nhân tạo) là một công nghệ hiện đại, giúp con người làm việc nhanh hơn, chính xác hơn và hỗ trợ giải quyết nhiều vấn đề trong cuộc sống.",32,Tích cực,1
07/04/2026 14:26:28,Công nghệ thông tin,> 1 năm,4,"Gemini, Claude, Deepseak",3,"Gemini hỗ trợ tốt cho tự học các môn đại cương, Deepseak và Claude lập trình tốt",17,Tích cực,1
07/04/2026 14:26:02,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI hỗ trợ khá toàn diện cho nhiều khía cạnh khác nhau trong đời sống,15,Tích cực,1
20/03/2026 13:53:21,Marketing,3-6 tháng,2,ChatGPT,1,"Ví dụ: ""AI này rất hữu ích khi học tập và lập trình.""",13,Tích cực,1
20/03/2026 09:59:25,Mua Bán,< 3 tháng,1,ChatGPT,1,"AI dùng rất tốt về công nghệ,...",7,Tích cực,1
10/03/2026 22:01:54,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Copilot",2,tốt về mọi mặt,4,Tích cực,1
17/03/2026 20:35:23,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Ai rất hữu ích khi học tập và làm việc,10,Tích cực,1
07/04/2026 14:26:57,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI dùng để học tập lập trình hay giải trí đều tốt vì có thể tìm kiếm và hỗ trợ trong nhiều lĩnh vực kể cả mảng giải trí như game.,31,Tích cực,1
17/03/2026 01:49:25,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Giải đáp những câu hỏi ,bài toán khó, giải trình có logic, hay , thông minh",16,Bình thường,0
08/03/2026 16:37:51,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"Theo tôi, AI hỗ trợ trong học tập và các lĩnh vực khác Tuyệt vời!",15,Tích cực,1
18/03/2026 11:36:26,Marketing,3-6 tháng,2,Claude,1,Rất hưũ ít khi học tập,6,Tích cực,1
16/03/2026 21:27:06,Thiết kế,> 1 năm,4,Gemini,1,"Theo tôi, AI này có ích nếu dùng công cụ hỗ trợ trong học tập và vui chơi",18,Tích cực,1
19/03/2026 09:49:13,Thiết kế,3-6 tháng,2,ChatGPT,1,"Đáng tiếc là, Al rất hữu ích trợ giúp ta thực sự nhiều trong học tập Hy vọng sẽ tốt hơn.",21,Tiêu cực,-1
06/04/2026 09:29:03,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,AI phụ trợ việc học tập của tôi hiệu quả hơn và có nhiều lợi ích trong cuộc sống hằng ngày.,21,Tích cực,1
18/03/2026 03:06:57,Học Sinh,> 1 năm,4,"ChatGPT, Gemini",2,"Theo tôi, AI là công cụ rất hữu ích trong học tập và làm việc, giúp tìm kiếm thông tin nhanh, giải bài tập, hỗ trợ lập trình và mở rộng kiến thức cho mọi người.",36,Tích cực,1
08/04/2026 13:28:56,Marketing,> 1 năm,4,"ChatGPT, Gemini",2,AI mang lại cho em nhiều tiện ích,8,Tích cực,1
21/03/2026 06:48:57,Thiết kế,> 1 năm,4,ChatGPT,1,"Theo tôi, Ai rất hữu dụng khi làm việc và học tập",12,Tích cực,1
17/03/2026 20:22:47,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,AI rất hữu ích khi học tập và làm việc,10,Tích cực,1
16/03/2026 05:31:52,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,"Thật sự, AI thực sự bổ ích giúp tôi giải quyết mọi vấn đề , đặc biệt là học tập giúp đỡ tôi dễ dàng hiểu bài hơn Tôi rất hài lòng.",32,Tích cực,1
06/04/2026 20:26:51,Marketing,6-12 tháng,3,"ChatGPT, Gemini, Claude, Copilot",4,"AI giúp ích rất nhiều trong học tập có thể nói đến như là tra tìm tài liệu, tổng tài liệu, tổng hợp nội dung, làm bài tập, tiết kiệm thời gian.",32,Bình thường,0
18/03/2026 03:28:27,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"Theo tôi, AI sử dụng khá tốt khi học tập",10,Tích cực,1
14/03/2026 01:08:56,Thiết kế,> 1 năm,4,"ChatGPT, Gemini, Claude",3,"AI là công nghệ thông minh giúp con người học tập hiệu quả hơn, hỗ trợ tìm kiếm thông tin, giải đáp thắc mắc và nâng cao khả năng sáng tạo.",31,Bình thường,0
07/04/2026 14:34:17,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, DeepSeek",3,"Mình thấy AI giúp ích trong học tập, lên kế hoạch cũng như giải quyết được nhiều vấn đề trong cuộc sống.",22,Tích cực,1
17/03/2026 18:50:35,Học sinh,6-12 tháng,3,"ChatGPT, Gemini",2,Rất tốt làm nhanh Tốt nhất là đáp án thường xuyên đúng khó có các câu sai,17,Tích cực,1
18/03/2026 20:09:36,Kinh tế,6-12 tháng,3,ChatGPT,1,AI là ứng dụng tốt trong học tập,8,Tích cực,1
24/03/2026 17:23:26,Công nghệ thông tin,6-12 tháng,3,ChatGPT,1,"Trong quá trình học tập, Ai này rất hữu ích",10,Tích cực,1
14/03/2026 14:06:02,Kinh tế,3-6 tháng,2,ChatGPT,1,Al rất có lợi cho mọi người nó giúp mỗi người giải thắc mắc trong vài phút nhanh gọn .,20,Bình thường,0
18/03/2026 01:04:38,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,"Trong quá trình học tập, Al rất hữu dụng trong việc học tập vật học hỏi Tuyệt vời!",18,Tích cực,1
07/04/2026 14:27:30,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini",2,"AI hữu ích khi học tập, đặc biệt là trong việc học lập trình, có thể sửa lỗi code và giải thích code",23,Tích cực,1
09/04/2026 21:27:06,Điện,6-12 tháng,3,Gemini,1,"Trong quá trình học tập, AI này rất hữu ích trong việc tham khảo tài liệu học tập Tôi rất hài lòng.",22,Tích cực,1
11/03/2026 15:30:11,Học Ở Trường,> 1 năm,4,ChatGPT,1,"Al hỗ trợ tôi rất nhiều trong học tập, Al có thể trả lời bất kì câu hỏi nào mà tôi đưa ra",23,Tích cực,1
16/03/2026 12:16:57,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,Hữu ích cho học tập,5,Tích cực,1
23/03/2026 17:37:14,Học sinh,> 1 năm,4,ChatGPT,1,"Theo tôi, AI là công nghệ thông minh giúp con người học tập nhanh hơn và xử lý thông tin hiệu quả hơn.",23,Tích cực,1
18/03/2026 10:04:05,Marketing,< 3 tháng,1,Gemini,1,Tôi cũng không thích AI,5,Tiêu cực,-1
07/04/2026 14:29:10,Công nghệ thông tin,> 1 năm,4,Gemini,1,Oke oke oke oke oke và khá oke,8,Bình thường,0
13/03/2026 18:44:23,Thiết kế,> 1 năm,4,ChatGPT,1,AI này rất hữu ít trong việc của tôi,9,Tích cực,1
16/03/2026 14:16:19,Thiết kế,> 1 năm,4,"ChatGPT, AI Hay, Google",3,"AI là công mạnh mẽ, mở ra kỷ nguyên mới về trình xuất thông tin và tự động hóa công việc một cách hiệu quả",25,Bình thường,0
08/04/2026 16:28:56,Kinh tế,< 3 tháng,1,"ChatGPT, Gemini",2,AI mang lại cho em nhiều tiện ích,8,Tích cực,1
11/03/2026 07:29:50,Học Sinh,< 3 tháng,1,"ChatGPT, Gemini, Copilot",3,AI hỗ trợ nhiều trong đời sống như học tập,10,Tích cực,1
09/03/2026 22:13:41,Công nghệ thông tin,< 3 tháng,1,Gemini,1,"Trong quá trình học tập, Ai này rất hiểu ích trong hc tập",13,Tích cực,1
18/03/2026 13:03:13,Học Sịn,6-12 tháng,3,ChatGPT,1,"Theo tôi, công nghệ AI rất hữu ích cho học tập và công việc Tôi rất hài lòng.",18,Tích cực,1
11/03/2026 19:14:42,Công nghệ thông tin,< 3 tháng,1,ChatGPT,1,AI giúp tôi rất nhiều trong học tập và các công việc hằng ngày,14,Tích cực,1
17/03/2026 03:07:27,Kinh tế,> 1 năm,4,ChatGPT,1,AI hỗ trợ bạn giải quyết những bài khó khăn,10,Bình thường,0
11/03/2026 18:21:43,Ngôn Ngữ Anh,> 1 năm,4,ChatGPT,1,Chat GPT rất hữu ích và giúp tôi giải tất cả các bài tập và giải thích rất chi tiết hộ trợ tôi rất nhìu trong học tập,28,Tích cực,1
22/03/2026 21:07:36,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,Al là một ứng dụng rất tốt cho việc tìm kiếm và học tập,14,Tích cực,1
24/03/2026 19:43:56,Học Sinh,> 1 năm,4,ChatGPT,1,"Đáng tiếc là, AI này rất hữu ích khí học tập và lập trình",14,Tiêu cực,-1
10/03/2026 13:07:15,Điện,6-12 tháng,3,Gemini,1,Al này hỗ trợ tôi giải khá là nhiều vấn đề trong học tập mà tôi không biết.,18,Bình thường,0
11/03/2026 22:03:43,Công nghệ thông tin,> 1 năm,4,ChatGPT,1,Khá thú vị khi AI này rất hữu ích cho học tập Cần cải thiện thêm.,16,Bình thường,0
17/03/2026 18:17:48,Đang Đi Học,6-12 tháng,3,Gemini,1,"Thật sự, thực sự hữu ích, gemini có thể tạo ra hình ảnh, video theo nội dung của mình khá sinh động",22,Tích cực,1
09/04/2026 06:28:57,Marketing,6-12 tháng,3,"ChatGPT, Gemini, Claude, Copilot",4,"Thật sự, AI là một công cụ hỗ trợ vô cùng mạnh mẽ, trợ giúp con người tối ưu hóa thời gian trong học tập và giải quyết công việc Tuyệt vời!",32,Tích cực,1
07/03/2026 23:28:13,Học Sinh,> 1 năm,4,"ChatGPT, Gemini, Copilot, Midjourney, Deep seek",5,"AI rất hữu ích khi cần thiết kế hoặc làm những việc nhỏ nhưng tốn thời gian ví dụ lên thời gian biểu, phân chia công việc, hoặc take note các vấn đề",33,Tích cực,1
12/03/2026 09:06:02,Công nghệ thông tin,3-6 tháng,2,ChatGPT,1,Al rất có lợi cho mọi người nó giúp mỗi người giải thắc mắc trong vài phút nhanh gọn .,20,Bình thường,0
10/03/2026 22:00:15,Kinh tế,> 1 năm,4,"ChatGPT, Gemini, Claude, Copilot",4,Ai giúp mình có thêm được nhiều kiến thức và thêm nhiều điều thú vị,15,Tích cực,1
13/04/2026 20:47:44,Kinh tế,6-12 tháng,3,ChatGPT,1,Em thấy app này rất hiệu quả,7,Bình thường,0
13/03/2026 22:10:04,Công nghệ thông tin,> 1 năm,4,"ChatGPT, Gemini, Claude",3,"AI là công nghệ hiện đại hỗ trợ con người trong nhiều lĩnh vực, đặc biệt giúp đỡ học tập nhanh hơn, tìm kiếm thông tin dễ dàng và nâng cao hiệu quả làm việc.",35,Tích cực,1
11/03/2026 09:16:18,Điện,> 1 năm,4,"ChatGPT, Gemini",2,Ai tiện lợi trong việc tra cứu thông tin và tổng hợp các kiến thức cô đọng nhất,18,Tích cực,1
11/03/2026 08:23:42,Kĩ Thuật,6-12 tháng,3,Gemini,1,Hữu uchs tring học tập và học hỏi kiến thức,10,Tích cực,1
21/03/2026 20:41:17,Marketing,3-6 tháng,2,ChatGPT,1,AI rất hữu ích trong việc học tập của mỗi người.AI giúp chúng ta tìm hiểu những thứ mà chúng ta chưa biết.AI còn là ứng dụng giúp chúng ta giải những bài tập khó.,35,Tích cực,1
