sample_id,text,text_clean,text_plm,label,label_id,word_count,source,original_split
2016,"tài liệu giảng viên luôn soạn đầy đủ , dễ hiểu .","tài liệu giảng viên luôn soạn đầy đủ , dễ hiểu .","tài liệu giảng viên luôn soạn đầy đủ , dễ hiểu .",Tích cực,2,12,UIT-VSFC,train
2017,"nhiệt tình , lên lớp đều và có phương pháp giảng dạ tốt .","nhiệt tình , lên lớp đều và có phương pháp giảng dạ tốt .","nhiệt tình , lên lớp đều và có phương pháp giảng dạ tốt .",Tích cực,2,14,UIT-VSFC,train
2018,"phải dừng lại một ít thời gian chỉ để đánh dấu cộng điểm và tính điểm , rối ren .","phải dừng lại một ít thời gian chỉ để đánh dấu cộng điểm và tính điểm , rối ren .","phải dừng lại một ít thời gian chỉ để đánh dấu cộng điểm và tính điểm , rối ren .",Tiêu cực,0,20,UIT-VSFC,train
2019,nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có 1 gb ram thôi .,nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có 1 gb ram thôi .,nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có 1 gb ram thôi .,Tiêu cực,0,18,UIT-VSFC,train
2020,"thầy dạy dễ hiểu , cho nhiều ví dụ sinh động .","thầy dạy dễ hiểu , cho nhiều ví dụ sinh động .","thầy dạy dễ hiểu , cho nhiều ví dụ sinh động .",Tích cực,2,12,UIT-VSFC,train
2022,có đôi chỗ cô hơi khó .,có đôi chỗ cô hơi khó .,có đôi chỗ cô hơi khó .,Tiêu cực,0,7,UIT-VSFC,train
2023,truyền đạt nhiều kiến thức cần thiết .,truyền đạt nhiều kiến thức cần thiết .,truyền đạt nhiều kiến thức cần thiết .,Tích cực,2,8,UIT-VSFC,train
2024,giảng viên chưa định hướng được mục đích học môn này cho sinh viên .,giảng viên chưa định hướng được mục đích học môn này cho sinh viên .,giảng viên chưa định hướng được mục đích học môn này cho sinh viên .,Tiêu cực,0,15,UIT-VSFC,train
2025,giảng viên phải chuẩn bị bài giảng trước khi đến lớp hoặc đã là được bài tập đề ra một cách thuần thục và giảng dễ hiểu .,giảng viên phải chuẩn bị bài giảng trước khi đến lớp hoặc đã là được bài tập đề ra một cách thuần thục và giảng dễ hiểu .,giảng viên phải chuẩn bị bài giảng trước khi đến lớp hoặc đã là được bài tập đề ra một cách thuần thục và giảng dễ hiểu .,Tiêu cực,0,28,UIT-VSFC,train
2026,thầy nên cho deadline dài ra 1 tí ( bình thưởng chỉ 3 ngày sau khi thực hành ) .,thầy nên cho deadline dài ra 1 tí ( bình thưởng chỉ 3 ngày sau khi thực hành ) .,thầy nên cho deadline dài ra 1 tí ( bình thưởng chỉ 3 ngày sau khi thực hành ) .,Tiêu cực,0,20,UIT-VSFC,train
2027,nên chú trọng vào thực hành .,nên chú trọng vào thực hành .,nên chú trọng vào thực hành .,Tiêu cực,0,7,UIT-VSFC,train
2028,"sử dụng hợp lý thời gian lên lớp , giúp đỡ sinh viên nhiều hơn trong quá trình học trên lớp .","sử dụng hợp lý thời gian lên lớp , giúp đỡ sinh viên nhiều hơn trong quá trình học trên lớp .","sử dụng hợp lý thời gian lên lớp , giúp đỡ sinh viên nhiều hơn trong quá trình học trên lớp .",Tiêu cực,0,22,UIT-VSFC,train
2030,bài tập về nhà khó .,bài tập về nhà khó .,bài tập về nhà khó .,Tiêu cực,0,6,UIT-VSFC,train
2031,"cô giảng nhiệt tình dễ hiểu , giúp sinh viên giải quyết nhiều vấn đề trong lúc thực hành .","cô giảng nhiệt tình dễ hiểu , giúp sinh viên giải quyết nhiều vấn đề trong lúc thực hành .","cô giảng nhiệt tình dễ hiểu , giúp sinh viên giải quyết nhiều vấn đề trong lúc thực hành .",Tích cực,2,20,UIT-VSFC,train
2032,"cô có khả năng truyền đạt tốt , giảng dạy kết hợp với luyện tập các kỹ năng cơ bản trong môn học rất linh hoạt và hấp dẫn , cô có sự nhiệt tình lớn .","cô có khả năng truyền đạt tốt , giảng dạy kết hợp với luyện tập các kỹ năng cơ bản trong môn học rất linh hoạt và hấp dẫn , cô có sự nhiệt tình lớn .","cô có khả năng truyền đạt tốt , giảng dạy kết hợp với luyện tập các kỹ năng cơ bản trong môn học rất linh hoạt và hấp dẫn , cô có sự nhiệt tình lớn .",Tích cực,2,37,UIT-VSFC,train
2033,giảng viên dạy rất tận tâm .,giảng viên dạy rất tận tâm .,giảng viên dạy rất tận tâm .,Tích cực,2,7,UIT-VSFC,train
2034,ok hết .,ok hết .,ok hết .,Tích cực,2,3,UIT-VSFC,train
2035,mong thầy kiểm duyệt đề thi kỹ hơn trước khi đưa vào làm đề chính thức .,mong thầy kiểm duyệt đề thi kỹ hơn trước khi đưa vào làm đề chính thức .,mong thầy kiểm duyệt đề thi kỹ hơn trước khi đưa vào làm đề chính thức .,Tiêu cực,0,17,UIT-VSFC,train
2036,về các ví dụ .,về các ví dụ .,về các ví dụ .,Bình thường,1,5,UIT-VSFC,train
2037,bằng chứng là kỳ thi cuối kỳ điểm trải dài từ 1 - 5 điểm .,bằng chứng là kỳ thi cuối kỳ điểm trải dài từ 1 - 5 điểm .,bằng chứng là kỳ thi cuối kỳ điểm trải dài từ 1 - 5 điểm .,Tiêu cực,0,16,UIT-VSFC,train
2038,"giảng bài kỹ , dễ hiểu , nhiệt tình .","giảng bài kỹ , dễ hiểu , nhiệt tình .","giảng bài kỹ , dễ hiểu , nhiệt tình .",Tích cực,2,10,UIT-VSFC,train
2039,nên chú trọng hơn về giao tiếp tiếng anh .,nên chú trọng hơn về giao tiếp tiếng anh .,nên chú trọng hơn về giao tiếp tiếng anh .,Tiêu cực,0,10,UIT-VSFC,train
2040,thầy dạy rất nhiệt tình luôn luôn xuống giữa lớp để giao tiếp với sinh viên một cách dễ dàng luôn đưa ra những ví dụ xung quanh lớp giúp sinh viên dễ dàng hiểu bài hơn .,thầy dạy rất nhiệt tình luôn luôn xuống giữa lớp để giao tiếp với sinh viên một cách dễ dàng luôn đưa ra những ví dụ xung quanh lớp giúp sinh viên dễ dàng hiểu bài hơn .,thầy dạy rất nhiệt tình luôn luôn xuống giữa lớp để giao tiếp với sinh viên một cách dễ dàng luôn đưa ra những ví dụ xung quanh lớp giúp sinh viên dễ dàng hiểu bài hơn .,Tích cực,2,38,UIT-VSFC,train
2041,"thầy rất nhiệt tình , giảng rất kỹ càng .","thầy rất nhiệt tình , giảng rất kỹ càng .","thầy rất nhiệt tình , giảng rất kỹ càng .",Tích cực,2,10,UIT-VSFC,train
2044,"giảng viên tận tình , giảng dạy hay , chất lượng .","giảng viên tận tình , giảng dạy hay , chất lượng .","giảng viên tận tình , giảng dạy hay , chất lượng .",Tích cực,2,12,UIT-VSFC,train
2045,không có ứng dụng trong thực tế .,không có ứng dụng trong thực tế .,không có ứng dụng trong thực tế .,Tiêu cực,0,8,UIT-VSFC,train
2047,giáo viên chưa đi sâu vào vấn đề bài học .,giáo viên chưa đi sâu vào vấn đề bài học .,giáo viên chưa đi sâu vào vấn đề bài học .,Tiêu cực,0,11,UIT-VSFC,train
2049,"hòa đồng , vui tính .","hòa đồng , vui tính .","hòa đồng , vui tính .",Tích cực,2,6,UIT-VSFC,train
2050,tăng cường thiết bị .,tăng cường thiết bị .,tăng cường thiết bị .,Bình thường,1,5,UIT-VSFC,train
2051,giảng viên cho nhiều thử thách hay .,giảng viên cho nhiều thử thách hay .,giảng viên cho nhiều thử thách hay .,Tích cực,2,8,UIT-VSFC,train
2052,hướng dẫn làm bài tập thực hành cụ thể .,hướng dẫn làm bài tập thực hành cụ thể .,hướng dẫn làm bài tập thực hành cụ thể .,Tích cực,2,10,UIT-VSFC,train
2053,có sự tận tụy .,có sự tận tụy .,có sự tận tụy .,Tích cực,2,5,UIT-VSFC,train
2054,"có lẽ vì thế , mà cô cho tụi em đồ án lớn và bài tập theo tuần nữa , nên tụi em khá là căng thẳng , tụi em còn phải làm đồ án của các môn khác nữa .","có lẽ vì thế , mà cô cho tụi em đồ án lớn và bài tập theo tuần nữa , nên tụi em khá là căng thẳng , tụi em còn phải làm đồ án của các môn khác nữa .","có lẽ vì thế , mà cô cho tụi em đồ án lớn và bài tập theo tuần nữa , nên tụi em khá là căng thẳng , tụi em còn phải làm đồ án của các môn khác nữa .",Tiêu cực,0,41,UIT-VSFC,train
2055,thầy nhiệt tình colonhihi .,thầy nhiệt tình colonhihi .,thầy nhiệt tình colonhihi .,Tích cực,2,5,UIT-VSFC,train
2056,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .,Tiêu cực,0,24,UIT-VSFC,train
2057,"thầy dạy rất hay , mong rằng sẽ được học thầy trong những môn khác .","thầy dạy rất hay , mong rằng sẽ được học thầy trong những môn khác .","thầy dạy rất hay , mong rằng sẽ được học thầy trong những môn khác .",Tích cực,2,16,UIT-VSFC,train
2061,"thầy rất hay tới trễ , có khi trễ hơn 30 phút và dạy hay kéo dài thời gian , quá thời gian học vì thầy đi trễ .","thầy rất hay tới trễ , có khi trễ hơn 30 phút và dạy hay kéo dài thời gian , quá thời gian học vì thầy đi trễ .","thầy rất hay tới trễ , có khi trễ hơn 30 phút và dạy hay kéo dài thời gian , quá thời gian học vì thầy đi trễ .",Tiêu cực,0,29,UIT-VSFC,train
2062,chỉ tại em thiếu từ vựng anh văn .,chỉ tại em thiếu từ vựng anh văn .,chỉ tại em thiếu từ vựng anh văn .,Bình thường,1,9,UIT-VSFC,train
2063,"giáo viên thực hành chưa nhiệt tình , sinh viên cảm thấy học thực hành khó và không có người hướng dẫn .","giáo viên thực hành chưa nhiệt tình , sinh viên cảm thấy học thực hành khó và không có người hướng dẫn .","giáo viên thực hành chưa nhiệt tình , sinh viên cảm thấy học thực hành khó và không có người hướng dẫn .",Tiêu cực,0,23,UIT-VSFC,train
2064,"chưa sử dụng moodle trong quá trình giảng dạy , nhất là trong việc cung cấp tài liệu học tập .","chưa sử dụng moodle trong quá trình giảng dạy , nhất là trong việc cung cấp tài liệu học tập .","chưa sử dụng moodle trong quá trình giảng dạy , nhất là trong việc cung cấp tài liệu học tập .",Tiêu cực,0,21,UIT-VSFC,train
2065,cô rất dễ thương .,cô rất dễ thương .,cô rất dễ thương .,Tích cực,2,5,UIT-VSFC,train
2066,cô tận tình với sinh viên .,cô tận tình với sinh viên .,cô tận tình với sinh viên .,Tích cực,2,7,UIT-VSFC,train
2068,thầy dạy rất vui và dễ hiểu .,thầy dạy rất vui và dễ hiểu .,thầy dạy rất vui và dễ hiểu .,Tích cực,2,8,UIT-VSFC,train
2069,"về đồ án môn học này , giảng viên nên cho trước bản thiết kế kiến trúc tòa nhà của công ty , trung tâm thương mại .","về đồ án môn học này , giảng viên nên cho trước bản thiết kế kiến trúc tòa nhà của công ty , trung tâm thương mại .","về đồ án môn học này , giảng viên nên cho trước bản thiết kế kiến trúc tòa nhà của công ty , trung tâm thương mại .",Tiêu cực,0,28,UIT-VSFC,train
2070,thầy giảng bài dễ hiểu rõ ràng .,thầy giảng bài dễ hiểu rõ ràng .,thầy giảng bài dễ hiểu rõ ràng .,Tích cực,2,8,UIT-VSFC,train
2071,"thầy wzjwz323 quá tuyệt , em yêu thầy hi hi .","thầy wzjwz323 quá tuyệt , em yêu thầy hi hi .","thầy wzjwz323 quá tuyệt , em yêu thầy hi hi .",Tích cực,2,11,UIT-VSFC,train
2073,dạy ở giảng đường mà không ngồi trên thì khó thấy bảng colonbigsmile .,dạy ở giảng đường mà không ngồi trên thì khó thấy bảng colonbigsmile .,dạy ở giảng đường mà không ngồi trên thì khó thấy bảng colonbigsmile .,Tiêu cực,0,14,UIT-VSFC,train
2075,"vui vẻ , hài hòa , tích cực trong giảng dạy .","vui vẻ , hài hòa , tích cực trong giảng dạy .","vui vẻ , hài hòa , tích cực trong giảng dạy .",Tích cực,2,12,UIT-VSFC,train
2076,em rất thích học cô .,em rất thích học cô .,em rất thích học cô .,Tích cực,2,6,UIT-VSFC,train
2077,em ít khi lên lớp .,em ít khi lên lớp .,em ít khi lên lớp .,Bình thường,1,6,UIT-VSFC,train
2078,nên cho bài tập để giải thêm .,nên cho bài tập để giải thêm .,nên cho bài tập để giải thêm .,Tiêu cực,0,8,UIT-VSFC,train
2079,giảng dạy nhiệt huyết kết hợp mở rộng kiến thức .,giảng dạy nhiệt huyết kết hợp mở rộng kiến thức .,giảng dạy nhiệt huyết kết hợp mở rộng kiến thức .,Tích cực,2,11,UIT-VSFC,train
2080,micro hay bị hú và rè .,micro hay bị hú và rè .,micro hay bị hú và rè .,Tiêu cực,0,7,UIT-VSFC,train
2081,cần cho sinh viên tập nói các topic trong cái unit trước để sinh viên tự tin hơn về khả năng nói của mình .,cần cho sinh viên tập nói các topic trong cái unit trước để sinh viên tự tin hơn về khả năng nói của mình .,cần cho sinh viên tập nói các topic trong cái unit trước để sinh viên tự tin hơn về khả năng nói của mình .,Tiêu cực,0,25,UIT-VSFC,train
2082,quá tốt .,quá tốt .,quá tốt .,Tích cực,2,3,UIT-VSFC,train
